job_title,company,job_location,post_date,extract_date,job_description,job_salary
Customer Insights Analyst,B&H Photo,"New York, NY 10001 (Chelsea area)",Just posted,2022-04-25,"Any experience with data science is encouraged.
Training and experience in data analytics, data interpretation, and report design.",
Senior Data Scientist,Klarna,"New York, NY",30+ days ago,2022-04-25,"Experience with & knowledge of: Cloud platforms such as AWS or Google Cloud; Big data using Hive, Spark, EMR.
This includes everything from root cause analysis,…",
Analyst – Category Reporting and Analytics,Tiffany & Co,"New York, NY+1 location",30+ days ago,2022-04-25,"Bachelor’s degree in quantitative discipline (i.e., economics, statistics, finance, data science/analysis).
Additional responsibilities include development of…",
"Manager, Genomics and Health Data Mining",Regeneron,"Tarrytown, NY 10591+1 location",30+ days ago,2022-04-25,"Conduct genome scale analyses with genotype or sequence data.
Previous experience with individual level data of population based cohorts studies is a plus.",
"Senior Data Analyst, Financial Services",EARNEST RESEARCH,"New York, NY",30+ days ago,2022-04-25,"Collaborating with product and engineering teams for collection of the *right* data.
The ideal candidate is a highly motivated problem-solver capable of…",
Head of Machine Learning,Kensho,"New York, NY 10007 (Financial District area)+3 locations",30+ days ago,2022-04-25,"Team development: Attract, recruit, and grow top ML and data science talent.
You have a demonstrated track record of attracting top ML and data science talent,…",
Data Scientist,Veeva Systems,"New York, NY",30+ days ago,2022-04-25,"Experience working with large quantities of data to develop models that work in a stable, production approach with live data.",
Computational Biologist I,Memorial Sloan Kettering Cancer Center,"Hybrid remote in New York, NY 10017",13 days ago,2022-04-25,"1-2 years of data science experience.
Present scientific and technical data to colleagues clearly and cohesively.
Deliver well annotated code and analysis.",
Machine Learning Engineer,AbleTo,"Remote in New York, NY 10018",30+ days ago,2022-04-25,"Optimize data science prototypes to production quality code.
Hands-on development and deployment of data science artifacts into production workflows and…",
Data Scientist,"iHeartMedia, Inc.","White Plains, NY 10601",30+ days ago,2022-04-25,"2-5+ years of commercial experience in data science.
Demonstrate passion about using data assets to optimize systems and products.
Paid vacation and sick time.",
Business Intelligence Analyst,Chainalysis,"New York, NY",30+ days ago,2022-04-25,"You are an expert in accessing and analyzing all of Chainalysis' datasets including sales data, customer data, financial system data, and product usage data.",
Community Advocate,Anaconda,"Remote in New York, NY",19 days ago,2022-04-25,"Experience working in a open source or data science-oriented company.
On the cutting edge of enterprise application of data science, machine learning and AI.",
Data Engineer (Snowflake),Major League Soccer,"New York, NY 10018 (Garment District area)",30+ days ago,2022-04-25,"Help to define and implement the League data management process including establishing data quality metrics and benchmarks & tools, improving the fan golden…",
Senior Data Scientist,JW Player,"New York, NY",30+ days ago,2022-04-25,"3+ years experience of bringing data science products into production.
Envision and define requirements for new data sources.",
Quantitative Product Analyst,S&P Global,"New York, NY 10041 (Financial District area)+1 location",30+ days ago,2022-04-25,"Strong understanding of data driven quantitative investment workflows and data science techniques.
Build and support robust technology processes for timely…",
AI/ML Developer Advocate,Run:AI,"New York, NY",30+ days ago,2022-04-25,"Develop workshops, lead demos, hackathons and meet-ups to help ML practitioners (MLOps, data scientists, solutions architects…) understand and evaluate our…",
Data Analytics Manager,STAR Program - SUNY Downstate Health Sciences...,"Brooklyn, NY 11203",EmployerActive 3 days ago,2022-04-25,"Analyze data sources/schemas, map source/destination data elements to generate data extracts and reports.
Compile and organize healthcare data from disparate…",
Public Finance Trading Analyst,"JPMorgan Chase Bank, N.A.","New York, NY",14 days ago,2022-04-25,"Expert Excel and MS Office skills; proficiency in data analysis tools or programming preferred.
You will assist the traders in managing risk, liquidity and…",
People Analytics Advisor,Morgan Stanley,"New York, NY",30+ days ago,2022-04-25,"This BU Lead will join an evolving, fast-paced, global analytics organization where staff across business intelligence, data science, and firm analytics (this…",
Senior Data Analyst,WebMD,"New York, NY 10014 (West Village area)+2 locations",30+ days ago,2022-04-25,This role will vet requirements; identify data handoffs; understand transformations and pinpoint potential for data loss or corruption.,
"Machine Learning Engineer, Creator Studio",Spotify,"Remote in New York, NY+10 locations",30+ days ago,2022-04-25,"You will build data-driven solutions to bring promotional music experiences to our 350+ million active users on behalf of millions of artists, using a diverse…",
"Senior Data Analyst, Bureau of Equitable Health Systems",NYC Careers,"Queens, NY 11101+2 locations",30+ days ago,2022-04-25,"Conduct data quality assurance activities, including data cleaning and recoding.
Prepare written analysis plans and data-driven reports and presentations.",
Manager / Product Manager-Data science and Analytics,CEDENT,"New York, NY",30+ days ago,2022-04-25,"Work closely with technologies to define, roadmap and implement data ingestion, data model, data transformation, and data capabilities requirements as we…",
Data Scientist,Momentum Staffing Group LLC,"New York, NY 10005 (Financial District area)",4 days ago,2022-04-25,"M.S. or PhD degree in data science, computer science, software engineer, computer engineering, chemistry, or related field.
1–5 years of relevant experience.",
Machine Learning Engineer III,Stash,"Remote in New York, NY+1 location",30+ days ago,2022-04-25,"Familiarity with event-driven data flow, configuration management, relational databases, message brokers and message buses.",
Senior Data Engineer,Carta,"Waterloo, NY",24 days ago,2022-04-25,"Build resilient data pipelines based on internal and external data sources.
Scaling our data infrastructure and developing software that allows for improved…",
Scientist - Bioinformatics,Regeneron,"Tarrytown, NY 10591",30+ days ago,2022-04-25,"Bring innovative thinking to large-scale omics data analysis.
To be considered for this role, you must have a PhD degree or Master's with +3 years of…",
"Data Coordinator, Business Intelligence & Data Strategy",NYC Careers,"New York, NY 11201 (Fort Greene area)",30+ days ago,2022-04-25,"Lead a group of agency data experts in monthly data-focused gatherings for data skill-sharing and collaboration.
Data visualization tools is a plus.",
"VP, Analytics",Unqork,"Remote in New York, NY 10003",17 days ago,2022-04-25,Deliver a suite of data products based on data science research which can be integrated in the Unqork platform.,
Data Scientist- Pricing and Analytics (Remote),Cover Genius,"Remote in New York, NY",30+ days ago,2022-04-25,"Undertake preprocessing of structured and unstructured data.
Identify valuable data sources and automate collection processes.",
"VP Business Intelligence, Streaming",CBS News,"New York, NY 10016 (Gramercy area)",8 days ago,2022-04-25,"Strong statistical, data science and modeling skills and experience.
Experience and comfort with SQL for data extraction and analysis.",
Senior Associate Data Scientist,Capital One - US,"New York, NY+3 locations",24 days ago,2022-04-25,"You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms.
At least 2 years’ experience with SQL.",
